https://www.target.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 13:55:31
https://www.etsy.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 13:58:46
https://www.etsy.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:04:18
https://www.zappos.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:04:47
https://www.etsy.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:07:28
https://www.zappos.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:07:53
https://www.costco.com/email-sign-up.html,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:08:17
https://www.etsy.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:12:39
https://www.zappos.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:13:08
https://www.costco.com/email-sign-up.html,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:13:32
https://www.homedepot.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:13:54
https://www.etsy.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:18:27
https://www.zappos.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:18:55
https://www.costco.com/email-sign-up.html,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:19:18
https://www.homedepot.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:20:08
https://www.gap.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:20:28
https://www.etsy.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:24:52
https://www.zappos.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:25:20
https://www.costco.com/email-sign-up.html,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:25:46
https://www.gap.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:26:31
https://www.sephora.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:26:52
https://www.etsy.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:30:40
https://www.zappos.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:31:08
https://www.costco.com/email-sign-up.html,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:31:31
https://www.homedepot.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:31:53
https://www.gap.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:32:10
https://www.sephora.com,buumurk2658@fviamail.com,success,submitted_and_confirmed,2025-10-30 14:32:35
